cik,nom,metrique,annee_recente,valeur_recente,debut_recent,fin_recent,depot_recent,source_recente,etiquette_recente,perimetre_id,base_annees,base_n,base_moyenne,base_periodes,base_repli,base_observations,multiple,statut_comparaison,motif
0001326160,Duke Energy,capex,2025,14024000000.0,2025-01-01,2025-12-31,0001326160-26-000014,https://www.sec.gov/Archives/edgar/data/1326160/000132616026000014/0001326160-26-000014-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001326160:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,9521000000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 8052000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001326160-20-000034"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326160/000132616020000034/0001326160-20-000034-index.htm"", ""perimetre_id"": ""0001326160:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 9389000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001326160-21-000063"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326160/000132616021000063/0001326160-21-000063-index.htm"", ""perimetre_id"": ""0001326160:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 11122000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001326160-22-000072"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326160/000132616022000072/0001326160-22-000072-index.htm"", ""perimetre_id"": ""0001326160:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.4729545215838673,comparable_sur_reference,
0001326160,Duke Energy,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001326801,Meta Platforms,chiffre_affaires,2025,200966000000.0,2025-01-01,2025-12-31,0001628280-26-003942,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/0001628280-26-003942-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001326801:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,55729333333.333336,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 40653000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001326801-20-000013"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326801/000132680120000013/0001326801-20-000013-index.htm"", ""perimetre_id"": ""0001326801:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 55838000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001326801-21-000014"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326801/000132680121000014/0001326801-21-000014-index.htm"", ""perimetre_id"": ""0001326801:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 70697000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001326801-22-000018"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326801/000132680122000018/0001326801-22-000018-index.htm"", ""perimetre_id"": ""0001326801:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",3.606108093882336,comparable_sur_reference,
0001326801,Meta Platforms,capex,2025,69691000000.0,2025-01-01,2025-12-31,0001628280-26-003942,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/0001628280-26-003942-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001326801:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,11916666666.666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 6733000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001326801-20-000013"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326801/000132680120000013/0001326801-20-000013-index.htm"", ""perimetre_id"": ""0001326801:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 13915000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001326801-21-000014"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326801/000132680121000014/0001326801-21-000014-index.htm"", ""perimetre_id"": ""0001326801:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 15102000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001326801-22-000018"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326801/000132680122000018/0001326801-22-000018-index.htm"", ""perimetre_id"": ""0001326801:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",5.848195804195805,comparable_sur_reference,
0001326801,Meta Platforms,rd,2025,57372000000.0,2025-01-01,2025-12-31,0001628280-26-003942,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/0001628280-26-003942-index.htm,ResearchAndDevelopmentExpense,0001326801:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,10542333333.333334,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 7754000000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001326801-20-000013"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326801/000132680120000013/0001326801-20-000013-index.htm"", ""perimetre_id"": ""0001326801:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 10273000000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001326801-21-000014"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326801/000132680121000014/0001326801-21-000014-index.htm"", ""perimetre_id"": ""0001326801:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 13600000000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001326801-22-000018"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1326801/000132680122000018/0001326801-22-000018-index.htm"", ""perimetre_id"": ""0001326801:rd:ResearchAndDevelopmentExpense""}]",5.442059000221329,comparable_sur_reference,
0001341439,Oracle Corporation,chiffre_affaires,2025,67357000000.0,2025-06-01,2026-05-31,0001193125-26-277521,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/0001193125-26-277521-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001341439:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,39319000000.0,2017-06-01/2018-05-31;2018-06-01/2019-05-31;2019-06-01/2020-05-31,False,"[{""annee"": 2017, ""valeur"": 39383000000.0, ""debut"": ""2017-06-01"", ""fin"": ""2018-05-31"", ""depot"": ""0001564590-20-030125"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/0001564590-20-030125-index.htm"", ""perimetre_id"": ""0001341439:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 39506000000.0, ""debut"": ""2018-06-01"", ""fin"": ""2019-05-31"", ""depot"": ""0001564590-21-033616"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/0001564590-21-033616-index.htm"", ""perimetre_id"": ""0001341439:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 39068000000.0, ""debut"": ""2019-06-01"", ""fin"": ""2020-05-31"", ""depot"": ""0001564590-22-023675"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/0001564590-22-023675-index.htm"", ""perimetre_id"": ""0001341439:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.7130903634375239,comparable_sur_reference,
0001341439,Oracle Corporation,capex,2025,55663000000.0,2025-06-01,2026-05-31,0001193125-26-277521,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/0001193125-26-277521-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001341439:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,1653333333.3333333,2017-06-01/2018-05-31;2018-06-01/2019-05-31;2019-06-01/2020-05-31,False,"[{""annee"": 2017, ""valeur"": 1736000000.0, ""debut"": ""2017-06-01"", ""fin"": ""2018-05-31"", ""depot"": ""0001564590-20-030125"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/0001564590-20-030125-index.htm"", ""perimetre_id"": ""0001341439:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 1660000000.0, ""debut"": ""2018-06-01"", ""fin"": ""2019-05-31"", ""depot"": ""0001564590-21-033616"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/0001564590-21-033616-index.htm"", ""perimetre_id"": ""0001341439:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 1564000000.0, ""debut"": ""2019-06-01"", ""fin"": ""2020-05-31"", ""depot"": ""0001564590-22-023675"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/0001564590-22-023675-index.htm"", ""perimetre_id"": ""0001341439:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",33.6671370967742,comparable_sur_reference,
0001341439,Oracle Corporation,rd,2025,10272000000.0,2025-06-01,2026-05-31,0001193125-26-277521,https://www.sec.gov/Archives/edgar/data/1341439/000119312526277521/0001193125-26-277521-index.htm,ResearchAndDevelopmentExpense,0001341439:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,6059000000.0,2017-06-01/2018-05-31;2018-06-01/2019-05-31;2019-06-01/2020-05-31,False,"[{""annee"": 2017, ""valeur"": 6084000000.0, ""debut"": ""2017-06-01"", ""fin"": ""2018-05-31"", ""depot"": ""0001564590-20-030125"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1341439/000156459020030125/0001564590-20-030125-index.htm"", ""perimetre_id"": ""0001341439:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 6026000000.0, ""debut"": ""2018-06-01"", ""fin"": ""2019-05-31"", ""depot"": ""0001564590-21-033616"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/0001564590-21-033616-index.htm"", ""perimetre_id"": ""0001341439:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 6067000000.0, ""debut"": ""2019-06-01"", ""fin"": ""2020-05-31"", ""depot"": ""0001564590-22-023675"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1341439/000156459022023675/0001564590-22-023675-index.htm"", ""perimetre_id"": ""0001341439:rd:ResearchAndDevelopmentExpense""}]",1.6953292622544975,comparable_sur_reference,
0001375365,Supermicro,chiffre_affaires,2025,39063072000.0,2025-07-01,2026-06-30,0001375365-26-000022,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000022/0001375365-26-000022-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001375365:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,3400044333.3333335,2017-07-01/2018-06-30;2018-07-01/2019-06-30;2019-07-01/2020-06-30,False,"[{""annee"": 2017, ""valeur"": 3360492000.0, ""debut"": ""2017-07-01"", ""fin"": ""2018-06-30"", ""depot"": ""0001375365-20-000064"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1375365/000137536520000064/0001375365-20-000064-index.htm"", ""perimetre_id"": ""0001375365:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 3500360000.0, ""debut"": ""2018-07-01"", ""fin"": ""2019-06-30"", ""depot"": ""0001375365-21-000060"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1375365/000137536521000060/0001375365-21-000060-index.htm"", ""perimetre_id"": ""0001375365:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 3339281000.0, ""debut"": ""2019-07-01"", ""fin"": ""2020-06-30"", ""depot"": ""0001375365-22-000103"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1375365/000137536522000103/0001375365-22-000103-index.htm"", ""perimetre_id"": ""0001375365:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",11.488989016123613,comparable_sur_reference,
0001375365,Supermicro,capex,2025,161999000.0,2025-07-01,2026-06-30,0001375365-26-000022,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000022/0001375365-26-000022-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001375365:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,31337000.0,2017-07-01/2018-06-30;2018-07-01/2019-06-30;2019-07-01/2020-06-30,False,"[{""annee"": 2017, ""valeur"": 24824000.0, ""debut"": ""2017-07-01"", ""fin"": ""2018-06-30"", ""depot"": ""0001375365-20-000064"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1375365/000137536520000064/0001375365-20-000064-index.htm"", ""perimetre_id"": ""0001375365:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 24849000.0, ""debut"": ""2018-07-01"", ""fin"": ""2019-06-30"", ""depot"": ""0001375365-21-000060"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1375365/000137536521000060/0001375365-21-000060-index.htm"", ""perimetre_id"": ""0001375365:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 44338000.0, ""debut"": ""2019-07-01"", ""fin"": ""2020-06-30"", ""depot"": ""0001375365-22-000103"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1375365/000137536522000103/0001375365-22-000103-index.htm"", ""perimetre_id"": ""0001375365:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",5.169575900692472,comparable_sur_reference,
0001375365,Supermicro,rd,2025,771232000.0,2025-07-01,2026-06-30,0001375365-26-000022,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000022/0001375365-26-000022-index.htm,ResearchAndDevelopmentExpense,0001375365:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,188829666.66666666,2017-07-01/2018-06-30;2018-07-01/2019-06-30;2019-07-01/2020-06-30,False,"[{""annee"": 2017, ""valeur"": 165104000.0, ""debut"": ""2017-07-01"", ""fin"": ""2018-06-30"", ""depot"": ""0001375365-20-000064"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1375365/000137536520000064/0001375365-20-000064-index.htm"", ""perimetre_id"": ""0001375365:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 179907000.0, ""debut"": ""2018-07-01"", ""fin"": ""2019-06-30"", ""depot"": ""0001375365-21-000060"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1375365/000137536521000060/0001375365-21-000060-index.htm"", ""perimetre_id"": ""0001375365:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 221478000.0, ""debut"": ""2019-07-01"", ""fin"": ""2020-06-30"", ""depot"": ""0001375365-22-000103"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1375365/000137536522000103/0001375365-22-000103-index.htm"", ""perimetre_id"": ""0001375365:rd:ResearchAndDevelopmentExpense""}]",4.084273481038467,comparable_sur_reference,
0001385157,TE Connectivity,chiffre_affaires,2025,17262000000.0,2024-09-28,2025-09-26,0001104659-25-109150,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/0001104659-25-109150-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001385157:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,13207000000.0,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,False,"[{""annee"": 2017, ""valeur"": 12185000000.0, ""debut"": ""2016-10-01"", ""fin"": ""2017-09-29"", ""depot"": ""0001558370-19-010758"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1385157/000155837019010758/0001558370-19-010758-index.htm"", ""perimetre_id"": ""0001385157:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 13988000000.0, ""debut"": ""2017-09-30"", ""fin"": ""2018-09-28"", ""depot"": ""0001558370-20-013511"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1385157/000155837020013511/0001558370-20-013511-index.htm"", ""perimetre_id"": ""0001385157:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 13448000000.0, ""debut"": ""2018-09-29"", ""fin"": ""2019-09-27"", ""depot"": ""0001558370-21-015228"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1385157/000155837021015228/0001558370-21-015228-index.htm"", ""perimetre_id"": ""0001385157:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.3070341485575832,comparable_sur_reference,
0001385157,TE Connectivity,capex,2025,936000000.0,2024-09-28,2025-09-26,0001104659-25-109150,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/0001104659-25-109150-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001385157:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,787666666.6666666,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,False,"[{""annee"": 2017, ""valeur"": 679000000.0, ""debut"": ""2016-10-01"", ""fin"": ""2017-09-29"", ""depot"": ""0001558370-19-010758"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1385157/000155837019010758/0001558370-19-010758-index.htm"", ""perimetre_id"": ""0001385157:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 935000000.0, ""debut"": ""2017-09-30"", ""fin"": ""2018-09-28"", ""depot"": ""0001558370-20-013511"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1385157/000155837020013511/0001558370-20-013511-index.htm"", ""perimetre_id"": ""0001385157:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 749000000.0, ""debut"": ""2018-09-29"", ""fin"": ""2019-09-27"", ""depot"": ""0001558370-21-015228"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1385157/000155837021015228/0001558370-21-015228-index.htm"", ""perimetre_id"": ""0001385157:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.1883199322894626,comparable_sur_reference,
0001385157,TE Connectivity,rd,2025,699000000.0,2024-09-28,2025-09-26,0001104659-25-109150,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/0001104659-25-109150-index.htm,ResearchAndDevelopmentExpense,0001385157:rd:ResearchAndDevelopmentExpense,2017;2018;2019,3,575333333.3333334,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,False,"[{""annee"": 2017, ""valeur"": 548000000.0, ""debut"": ""2016-10-01"", ""fin"": ""2017-09-29"", ""depot"": ""0001558370-19-010758"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1385157/000155837019010758/0001558370-19-010758-index.htm"", ""perimetre_id"": ""0001385157:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2018, ""valeur"": 606000000.0, ""debut"": ""2017-09-30"", ""fin"": ""2018-09-28"", ""depot"": ""0001558370-20-013511"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1385157/000155837020013511/0001558370-20-013511-index.htm"", ""perimetre_id"": ""0001385157:rd:ResearchAndDevelopmentExpense""}, {""annee"": 2019, ""valeur"": 572000000.0, ""debut"": ""2018-09-29"", ""fin"": ""2019-09-27"", ""depot"": ""0001558370-21-015228"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1385157/000155837021015228/0001558370-21-015228-index.htm"", ""perimetre_id"": ""0001385157:rd:ResearchAndDevelopmentExpense""}]",1.2149478563151794,comparable_sur_reference,
0001396009,Vulcan Materials Company,chiffre_affaires,2025,7941100000.0,2025-01-01,2025-12-31,0001628280-26-009546,https://www.sec.gov/Archives/edgar/data/1396009/000162828026009546/0001628280-26-009546-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001396009:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2022;2023,2,7548550000.0,2022-01-01/2022-12-31;2023-01-01/2023-12-31,True,"[{""annee"": 2022, ""valeur"": 7315200000.0, ""debut"": ""2022-01-01"", ""fin"": ""2022-12-31"", ""depot"": ""0001396009-25-000005"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1396009/000139600925000005/0001396009-25-000005-index.htm"", ""perimetre_id"": ""0001396009:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2023, ""valeur"": 7781900000.0, ""debut"": ""2023-01-01"", ""fin"": ""2023-12-31"", ""depot"": ""0001628280-26-009546"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1396009/000162828026009546/0001628280-26-009546-index.htm"", ""perimetre_id"": ""0001396009:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.0520033648846467,comparable_sur_repli,
0001396009,Vulcan Materials Company,capex,2025,677700000.0,2025-01-01,2025-12-31,0001628280-26-009546,https://www.sec.gov/Archives/edgar/data/1396009/000162828026009546/0001628280-26-009546-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001396009:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,437584666.6666667,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 459566000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001396009-20-000006"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1396009/000139600920000006/0001396009-20-000006-index.htm"", ""perimetre_id"": ""0001396009:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 469088000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001396009-21-000009"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1396009/000139600921000009/0001396009-21-000009-index.htm"", ""perimetre_id"": ""0001396009:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 384100000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001396009-22-000010"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1396009/000139600922000010/0001396009-22-000010-index.htm"", ""perimetre_id"": ""0001396009:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",1.5487288555205316,comparable_sur_reference,
0001396009,Vulcan Materials Company,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001402057,CDW Corporation,chiffre_affaires,2025,22424100000.0,2025-01-01,2025-12-31,0001402057-26-000011,https://www.sec.gov/Archives/edgar/data/1402057/000140205726000011/0001402057-26-000011-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001402057:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2018;2019,2,17136450000.0,2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2018, ""valeur"": 16240500000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001402057-21-000022"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1402057/000140205721000022/0001402057-21-000022-index.htm"", ""perimetre_id"": ""0001402057:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 18032400000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001402057-22-000020"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1402057/000140205722000020/0001402057-22-000020-index.htm"", ""perimetre_id"": ""0001402057:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.3085615748886146,comparable_sur_reference,
0001402057,CDW Corporation,capex,2025,117100000.0,2025-01-01,2025-12-31,0001402057-26-000011,https://www.sec.gov/Archives/edgar/data/1402057/000140205726000011/0001402057-26-000011-index.htm,PaymentsToAcquirePropertyPlantAndEquipment,0001402057:capex:PaymentsToAcquirePropertyPlantAndEquipment,2017;2018;2019,3,134500000.0,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 81100000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001402057-20-000042"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1402057/000140205720000042/0001402057-20-000042-index.htm"", ""perimetre_id"": ""0001402057:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2018, ""valeur"": 86100000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001402057-21-000022"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1402057/000140205721000022/0001402057-21-000022-index.htm"", ""perimetre_id"": ""0001402057:capex:PaymentsToAcquirePropertyPlantAndEquipment""}, {""annee"": 2019, ""valeur"": 236300000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001402057-22-000020"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1402057/000140205722000020/0001402057-22-000020-index.htm"", ""perimetre_id"": ""0001402057:capex:PaymentsToAcquirePropertyPlantAndEquipment""}]",0.8706319702602231,comparable_sur_reference,
0001402057,CDW Corporation,rd,2025,,,,,,,,,0,,,False,[],,valeur_recente_manquante,Aucune valeur annuelle collectée
0001466258,Trane Technologies,chiffre_affaires,2025,21321900000.0,2025-01-01,2025-12-31,0001628280-26-005731,https://www.sec.gov/Archives/edgar/data/1466258/000162828026005731/0001628280-26-005731-index.htm,RevenueFromContractWithCustomerExcludingAssessedTax,0001466258:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax,2017;2018;2019,3,13205766666.666666,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,False,"[{""annee"": 2017, ""valeur"": 14197600000.0, ""debut"": ""2017-01-01"", ""fin"": ""2017-12-31"", ""depot"": ""0001466258-20-000064"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1466258/000146625820000064/0001466258-20-000064-index.htm"", ""perimetre_id"": ""0001466258:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2018, ""valeur"": 12343800000.0, ""debut"": ""2018-01-01"", ""fin"": ""2018-12-31"", ""depot"": ""0001466258-21-000027"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1466258/000146625821000027/0001466258-21-000027-index.htm"", ""perimetre_id"": ""0001466258:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}, {""annee"": 2019, ""valeur"": 13075900000.0, ""debut"": ""2019-01-01"", ""fin"": ""2019-12-31"", ""depot"": ""0001466258-22-000031"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/1466258/000146625822000031/0001466258-22-000031-index.htm"", ""perimetre_id"": ""0001466258:chiffre_affaires:RevenueFromContractWithCustomerExcludingAssessedTax""}]",1.6145900906927024,comparable_sur_reference,
