cik,nom,symboles,secteur,canal,degre,annee_recente,fin_exercice_recent,ca_md,mult_ventes,base_annees_ventes,base_periodes_ventes,base_n_ventes,base_repli_ventes,statut_ventes,fin_ventes,source_ventes,capex_md,mult_capex,base_annees_capex,base_periodes_capex,base_n_capex,base_repli_capex,statut_capex,fin_capex,source_capex,rd_md,mult_recherche,base_annees_recherche,base_periodes_recherche,base_n_recherche,base_repli_recherche,statut_recherche,fin_recherche,source_recherche,nb_multiples,couverture_comptes,motif_couverture,base_repli_utilisee,mult_depenses,corroboration
0002058873,Qnity Electronics,Q,Information Technology,fournit,non_quantifie,2025,2025-12-31,4.754,1.1359617682198326,2023;2024,2023-01-01/2023-12-31;2024-01-01/2024-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/2058873/000205887326000010/0002058873-26-000010-index.htm,0.285,1.322505800464037,2023;2024,2023-01-01/2023-12-31;2024-01-01/2024-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/2058873/000205887326000010/0002058873-26-000010-index.htm,0.354,1.1474878444084278,2023;2024,2023-01-01/2023-12-31;2024-01-01/2024-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/2058873/000205887326000010/0002058873-26-000010-index.htm,3,trois mesures comparables,,oui,1.322505800464037,progression inferieure au seuil
0000087347,Schlumberger,SLB,Energy,fournit,non_quantifie,2025,2025-12-31,35.708,1.0864723422381792,2018;2019,2018-01-01/2018-12-31;2019-01-01/2019-12-31,2,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/87347/000119312526021017/0001193125-26-021017-index.htm,1.694,0.8482724086129194,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/87347/000119312526021017/0001193125-26-021017-index.htm,0.709,0.9641885766092475,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/87347/000119312526021017/0001193125-26-021017-index.htm,3,trois mesures comparables,,,0.9641885766092475,progression inferieure au seuil
0001137789,Seagate Technology,STX,Information Technology,vend,non_quantifie,2025,2026-07-03,12.195,1.1403235358289436,2017;2018;2019,2017-07-01/2018-06-29;2018-06-30/2019-06-28;2019-06-29/2020-07-03,3,,comparable_sur_reference,2026-07-03,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000159/0001137789-26-000159-index.htm,0.569,1.0991629104958145,2017;2018;2019,2017-07-01/2018-06-29;2018-06-30/2019-06-28;2019-06-29/2020-07-03,3,,comparable_sur_reference,2026-07-03,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000159/0001137789-26-000159-index.htm,0.755,0.7575250836120402,2017;2018;2019,2017-07-01/2018-06-29;2018-06-30/2019-06-28;2019-06-29/2020-07-03,3,,comparable_sur_reference,2026-07-03,https://www.sec.gov/Archives/edgar/data/1137789/000113778926000159/0001137789-26-000159-index.htm,3,trois mesures comparables,,,1.0991629104958145,progression inferieure au seuil
0000004127,Skyworks Solutions,SWKS,Information Technology,vend,non_quantifie,2025,2025-10-03,4.0869,1.1252271434077936,2017;2018;2019,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,3,,comparable_sur_reference,2025-10-03,https://www.sec.gov/Archives/edgar/data/4127/000000412725000085/0000004127-25-000085-index.htm,0.195,0.4752040940660412,2018;2019,2017-09-30/2018-09-28;2018-09-29/2019-09-27,2,,comparable_sur_reference,2025-10-03,https://www.sec.gov/Archives/edgar/data/4127/000000412725000085/0000004127-25-000085-index.htm,0.7855,1.9906234161175875,2017;2018;2019,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,3,,comparable_sur_reference,2025-10-03,https://www.sec.gov/Archives/edgar/data/4127/000000412725000085/0000004127-25-000085-index.htm,3,trois mesures comparables,,,1.9906234161175875,progression inferieure au seuil
0000092122,Southern Company,SO,Utilities,fournit,non_quantifie,2025,2025-12-31,29.553,1.3048642284200458,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/0000092122-26-000006-index.htm,12.737,1.6861265554673022,2020;2021,2020-01-01/2020-12-31;2021-01-01/2021-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/92122/000009212226000006/0000092122-26-000006-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,oui,1.6861265554673022,progression inferieure au seuil
0001385157,TE Connectivity,TEL,Information Technology,vend,non_quantifie,2025,2025-09-26,17.262,1.3070341485575832,2017;2018;2019,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,3,,comparable_sur_reference,2025-09-26,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/0001104659-25-109150-index.htm,0.936,1.1883199322894626,2017;2018;2019,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,3,,comparable_sur_reference,2025-09-26,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/0001104659-25-109150-index.htm,0.699,1.2149478563151794,2017;2018;2019,2016-10-01/2017-09-29;2017-09-30/2018-09-28;2018-09-29/2019-09-27,3,,comparable_sur_reference,2025-09-26,https://www.sec.gov/Archives/edgar/data/1385157/000110465925109150/0001104659-25-109150-index.htm,3,trois mesures comparables,,,1.2149478563151794,progression inferieure au seuil
0000097210,Teradyne,TER,Information Technology,fournit,non_quantifie,2025,2025-12-31,3.190024,1.1779056109610124,2019;2020,2019-01-01/2019-12-31;2020-01-01/2020-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/0001193125-26-059002-index.htm,0.224009,1.8962601158026615,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/0001193125-26-059002-index.htm,0.504596,1.6248741458555611,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/97210/000119312526059002/0001193125-26-059002-index.htm,3,trois mesures comparables,,oui,1.8962601158026615,progression inferieure au seuil
0001466258,Trane Technologies,TT,Industrials,fournit,non_quantifie,2025,2025-12-31,21.3219,1.6145900906927024,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1466258/000162828026005731/0001628280-26-005731-index.htm,0.383,,,,0,oui,historique_comparable_insuffisant,2025-12-31,https://www.sec.gov/Archives/edgar/data/1466258/000162828026005731/0001628280-26-005731-index.htm,0.3476,1.89015769439913,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1466258/000162828026005731/0001628280-26-005731-index.htm,2,observation partielle,capex: historique_comparable_insuffisant,,1.89015769439913,progression inferieure au seuil
0001396009,Vulcan Materials Company,VMC,Materials,fournit,non_quantifie,2025,2025-12-31,7.9411,1.0520033648846467,2022;2023,2022-01-01/2022-12-31;2023-01-01/2023-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1396009/000162828026009546/0001628280-26-009546-index.htm,0.6777,1.5487288555205316,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1396009/000162828026009546/0001628280-26-009546-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,oui,1.5487288555205316,progression inferieure au seuil
0000783325,WEC Energy Group,WEC,Utilities,fournit,non_quantifie,2025,2025-12-31,9.8001,1.286603270739702,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/783325/000078332526000018/0000783325-26-000018-index.htm,4.3981,1.6678422449753507,2023;2024,2023-01-01/2023-12-31;2024-01-01/2024-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/783325/000078332526000018/0000783325-26-000018-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,oui,1.6678422449753507,progression inferieure au seuil
0001524472,Xylem Inc.,XYL,Industrials,fournit,non_quantifie,2025,2025-12-31,9.035,1.6861061864327704,2021;2022,2021-01-01/2021-12-31;2022-01-01/2022-12-31,2,oui,comparable_sur_repli,2025-12-31,https://www.sec.gov/Archives/edgar/data/1524472/000152447226000012/0001524472-26-000012-index.htm,0.331,1.5687203791469195,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1524472/000152447226000012/0001524472-26-000012-index.htm,0.226,1.2085561497326203,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/1524472/000152447226000012/0001524472-26-000012-index.htm,3,trois mesures comparables,,oui,1.5687203791469195,progression inferieure au seuil
0000066740,3M,MMM,Industrials,fournit,non_quantifie,2025,2025-12-31,24.948,0.7751196172248804,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/66740/000006674026000014/0000066740-26-000014-index.htm,0.91,0.5872230587223058,2017;2018;2019,2017-01-01/2017-12-31;2018-01-01/2018-12-31;2019-01-01/2019-12-31,3,,comparable_sur_reference,2025-12-31,https://www.sec.gov/Archives/edgar/data/66740/000006674026000014/0000066740-26-000014-index.htm,,,,,0,,valeur_recente_manquante,,,2,observation partielle,rd: valeur_recente_manquante,,0.5872230587223058,recul des mesures disponibles
